dataset,method,metric,value,z_score,severity,likely_cause,action
GSE181061_new,scCCVGBen_Transformer,distance_correlation_tsne,0.538554249724249,-2.0744023910427045,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,highBeta,ASW,0.100023486,-2.07332481562901,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,TC,participation_ratio_intrin,0.1397992593936716,-2.0731355221691348,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_GCN,K_max_umap,15.0,-2.0729940179246173,low,extreme-z,skip
GSM8196958_MCF7_2_1_filtered_peak_bc_matrix,PeakVI,distance_correlation_tsne,0.369236534626398,-2.0726864207101214,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,scCCVGBen,Q_global_tsne,0.7533612464600867,-2.0720473144053444,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,PeakVI,overall_quality_tsne,0.4149129334657175,-2.071806509334212,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,INFO,ASW,0.08556561,-2.0709138251303076,low,extreme-z,skip
irall,highBeta,ASW,0.10035274,-2.0700766333403697,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,highBeta,K_max_tsne,4.0,-2.068360565806761,low,extreme-z,skip
wtko,highBeta,K_max_tsne,4.0,-2.068360565806761,low,extreme-z,skip
GSE158803_new,scCCVGBen_SG,K_max_umap,41.0,-2.0681959021222536,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_GATv2,distance_correlation_umap,0.4807773664462983,-2.0681215407421365,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SSG,overall_quality_umap,0.6837290721262068,-2.067374044151943,low,extreme-z,skip
GSM6783751_d20-p100_filtered_peak_bc_matrix,scCCVGBen,Q_global_tsne,0.7535878710137762,-2.0661092190607784,low,extreme-z,skip
GSE283554_new,scCCVGBen_Graph,DAV,0.9079488877440676,-2.0656547407043373,low,extreme-z,skip
GSE181061_new,scCCVGBen_SSG,participation_ratio_intrin,0.6103246673230089,-2.064748634121968,low,extreme-z,skip
GSE283554_new,scCCVGBen_TAG,Q_global_umap,0.7649311544333163,-2.0644513257338826,low,extreme-z,skip
GSE270891_new,scCCVGBen_SSG,Q_local_tsne,0.6186442954048779,-2.063878812212723,low,extreme-z,skip
GSE270891_new,scCCVGBen_Graph,manifold_dimensionality_intrin,0.488360991694502,-2.0633850295485314,low,extreme-z,skip
GSE149655_CAHmCancer,highBeta,Q_global_umap,0.6879832066193279,-2.063026517520561,low,extreme-z,skip
wtko,TC,Q_local_umap,0.3411485867758262,-2.062085479675458,low,extreme-z,skip
GSE145929_ProgastinMmDev,scCCVGBen_GIN,noise_resilience_intrin,0.2798962354660034,-2.0605746834672836,low,extreme-z,skip
GSE175814_new,scCCVGBen_SSG,manifold_dimensionality_intrin,0.6338804537278945,-2.0603771974082723,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,PoissonVI,Q_global_umap,0.7454930420409651,-2.05915652256854,low,extreme-z,skip
GSE270891_new,scCCVGBen_SuperGAT,Q_local_tsne,0.6077052400034219,-2.0585627616606565,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,K_max_tsne,5.0,-2.0578893000557144,low,extreme-z,skip
GSE222369_NKsLymphomaHmCancer,scCCVGBen_ARMA,distance_correlation_umap,0.3409820629691438,-2.0573486177585196,low,extreme-z,skip
GSE154778_new,scCCVGBen_SAGE,Q_local_umap,0.5782209999213235,-2.057303567179809,low,extreme-z,skip
GSM6638254_filtered_peak_bc_matrix,PoissonVI,DAV,0.5975441911144354,-2.057200968893011,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,ICA,Q_local_umap,0.3630803504305867,-2.056235695681088,low,extreme-z,skip
GSE273423_new,scCCVGBen_SuperGAT,Q_local_umap,0.6001561630231761,-2.056083028419481,low,extreme-z,skip
GSE138709_LiverCancer,scCCVGBen_GIN,Q_local_tsne,0.3703446708582517,-2.055524800188982,low,extreme-z,skip
GSE198730_naive_ESC_scATAC_rep1_filtered_peak_bc_matrix,PeakVI,participation_ratio_intrin,0.0793439105813765,-2.0535996229722624,low,extreme-z,skip
GSE138709_LiverCancer,scCCVGBen_SSG,DAV,0.56598181711193,-2.05233659492794,low,extreme-z,skip
GSM6214535_4_SI_IEL_filtered_peak_bc_matrix,scCCVGBen,overall_quality_umap,0.6761972373535401,-2.0522611518275595,low,extreme-z,skip
GSE154778_new,scCCVGBen_Graph,manifold_dimensionality_intrin,0.489314173289014,-2.0521974639914706,low,extreme-z,skip
GSM7734712_MGH230_filtered_peak_bc_matrix,scCCVGBen,Q_local_tsne,0.4348001978661069,-2.0511172277979686,low,extreme-z,skip
GSE154778_new,scCCVGBen_GCN,K_max_umap,17.0,-2.0504876850429232,low,extreme-z,skip
GSM7062446_Naive_filtered_peak_bc_matrix,scCCVGBen,overall_quality_tsne,0.631520146614391,-2.0503242450111054,low,extreme-z,skip
GSE262288_breastMetasisHmCancer,scCCVGBen_SAGE,K_max_tsne,55.0,-2.0499736300756477,low,extreme-z,skip
GSE283554_new,scCCVGBen_Cheb,distance_correlation_tsne,0.6426249735232675,-2.0497446059839906,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,scVI,anisotropy_score_intrin,0.0311243572092898,-2.049516690734602,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,PeakVI,overall_quality_umap,0.5032092543376908,-2.0493738113263613,low,extreme-z,skip
GSE130430_new,scCCVGBen_Transformer,ASW,0.2196341305971145,-2.0490537003067724,low,extreme-z,skip
GSM7062446_Naive_filtered_peak_bc_matrix,scCCVGBen,overall_quality_intrin,0.3852470706641525,-2.0489633297784455,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_Graph,manifold_dimensionality_intrin,0.4897066534352141,-2.0475908943821337,low,extreme-z,skip
GSM7064214_19_D003_filtered_peak_bc_matrix,scCCVGBen,distance_correlation_tsne,0.6468541884126442,-2.0475510697854338,low,extreme-z,skip
GSE193807_new,scCCVGBen_ARMA,anisotropy_score_intrin,0.4000099307797141,-2.0466836885582844,low,extreme-z,skip
GSE279264_new,scCCVGBen_GIN,spectral_decay_rate_intrin,0.7232345304024652,-2.0464838399881935,low,extreme-z,skip
GSE225600_breast_CancerHm,scCCVGBen_Graph,manifold_dimensionality_intrin,0.4898869220928161,-2.0454750673074007,low,extreme-z,skip
GSE273423_new,scCCVGBen_Cheb,ASW,0.0857546180486679,-2.0451198647124516,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,KPCA,Q_local_tsne,0.4636802419958635,-2.0450019047803245,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,scCCVGBen_EdgeConv,noise_resilience_intrin,0.2728601694107055,-2.0440813960064497,low,extreme-z,skip
GSE270891_new,scCCVGBen_Graph,Q_local_umap,0.5104984453521451,-2.043797308757599,low,extreme-z,skip
endo_GSE84133,scCCVGBen_GAT,distance_correlation_umap,0.4871945058725992,-2.043529504524686,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_Graph,Q_local_tsne,0.5234861111111111,-2.04264406501486,low,extreme-z,skip
GSE273423_new,scCCVGBen_EdgeConv,trajectory_directionality_intrin,0.3872462521041795,-2.0422462172262543,low,extreme-z,skip
GSE155109_bcECHmCancer,FA,Q_local_tsne,0.4635634416032005,-2.0420809439656153,low,extreme-z,skip
GSE138709_LiverCancer,scCCVGBen,distance_correlation_umap,0.4797913558345131,-2.041274284838002,low,extreme-z,skip
GSE197177_new,scCCVGBen_Graph,Q_local_tsne,0.5235596119929452,-2.0410200702091803,low,extreme-z,skip
GSE220840_new,scCCVGBen_SSG,ASW,0.2628044486045837,-2.0389678279445174,low,extreme-z,skip
GSE220840_new,scCCVGBen_GCN,ASW,0.2268739491701126,-2.038936246758657,low,extreme-z,skip
ifnHSPC_GSE226824,scCCVGBen_Graph,overall_quality_tsne,0.6106618851401181,-2.038125516634326,low,extreme-z,skip
GSE260778_new,scCCVGBen_ARMA,participation_ratio_intrin,0.4830555192309573,-2.0376808055447464,low,extreme-z,skip
GSE232938_new,scCCVGBen_Graph,Q_local_tsne,0.5237164749448083,-2.0375541986077446,low,extreme-z,skip
GSE232938_new,scCCVGBen_SG,overall_quality_umap,0.676191939302373,-2.037237930968735,low,extreme-z,skip
irall,highBeta,K_max_tsne,7.0,-2.036946768553621,low,extreme-z,skip
GSE228499_breastHmCancer,scCCVGBen_SSG,Q_global_tsne,0.7622528056850393,-2.0359821042778363,low,extreme-z,skip
GSM9040799_HDM-only_filtered_peak_bc_matrix,PeakVI,DAV,1.3322594680331383,-2.034880144336662,low,extreme-z,skip
irall,highBeta,Q_global_umap,0.6894159713408683,-2.0340946788074894,low,extreme-z,skip
GSE164378_new,scCCVGBen_GATv2,overall_quality_tsne,0.6252090332692877,-2.0335670034284354,low,extreme-z,skip
GSE165844_LSKMmBatch,DICL,Q_local_tsne,0.5484921699687809,-2.0328919133498515,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_TAG,Q_global_tsne,0.7621696724530307,-2.0326039194137073,low,extreme-z,skip
GSE151530_new,scCCVGBen_GCN,overall_quality_umap,0.6593606545264844,-2.032564832469603,low,extreme-z,skip
GSE125449_new,scCCVGBen_EdgeConv,distance_correlation_tsne,0.6356259373640143,-2.0324125134167583,low,extreme-z,skip
GSM7064216_19_D006_filtered_peak_bc_matrix,scCCVGBen,DAV,0.7103012763766752,-2.031961765763707,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,highBeta,participation_ratio_intrin,0.1542111372691021,-2.0316065537579666,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_GATv2,DAV,0.4039492029322337,-2.031165559157606,low,extreme-z,skip
GSE232938_new,scCCVGBen_ARMA,Q_local_umap,0.3612458794706182,-2.0306901209673063,low,extreme-z,skip
GSE181388_new,scCCVGBen_SAGE,participation_ratio_intrin,0.6009200880631002,-2.030494612347478,low,extreme-z,skip
GSE159519_new,scCCVGBen_ARMA,manifold_dimensionality_intrin,0.4776816535404511,-2.03026799253881,low,extreme-z,skip
wtko,FA,overall_quality_tsne,0.519667768466897,-2.029168132293519,low,extreme-z,skip
GSE149655_CAHmCancer,TC,spectral_decay_rate_intrin,0.3857598005863901,-2.028675730980722,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,scCCVGBen_Transformer,Q_global_umap,0.7656112680375964,-2.0277644338723544,low,extreme-z,skip
GSM6052782_E16,LSI,DAV,1.0757792467374514,-2.027314191903837,low,extreme-z,skip
GSE181061_new,scCCVGBen_GATv2,overall_quality_tsne,0.6256002472950545,-2.0269295912772165,low,extreme-z,skip
GSE228499_breastHmCancer,NMF,distance_correlation_umap,0.3598393436144491,-2.026752343718218,low,extreme-z,skip
GSE138794_new,scCCVGBen_EdgeConv,noise_resilience_intrin,0.2777666330337524,-2.0259728657214695,low,extreme-z,skip
GSM7884543_D030_13_macular_atac_filtered_peak_bc_matrix,PoissonVI,Q_global_tsne,0.7251205743220979,-2.0258724110459463,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen,ASW,0.28367397,-2.0249915068585,low,extreme-z,skip
GSE279264_new,scCCVGBen_Graph,Q_local_tsne,0.5242982509523357,-2.0246999145404314,low,extreme-z,skip
GSE115571_LPSMmDev,TC,CAL,133.25638753320248,-2.0235782745481448,low,extreme-z,skip
GSE145929_UrineMmDev,KPCA,overall_quality_tsne,0.5708572914336748,-2.0235479521795217,low,extreme-z,skip
GSE115571_LPSMmDev,TC,K_max_tsne,4.0,-2.0235413850343216,low,extreme-z,skip
GSE168181_BreastHmCancer,scCCVGBen_GIN,spectral_decay_rate_intrin,0.7249288521143483,-2.0233598010455704,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SSG,Q_global_umap,0.7727412495902136,-2.0226492697883582,low,extreme-z,skip
GSE186344_new,scCCVGBen_SG,overall_quality_tsne,0.6709066101585749,-2.0223442791888107,low,extreme-z,skip
GSE120926_new,scCCVGBen_SSG,overall_quality_tsne,0.6797753323980561,-2.0208852800043062,low,extreme-z,skip
GSE125449_new,scCCVGBen_SuperGAT,Q_global_tsne,0.7473500518649068,-2.019818312959648,low,extreme-z,skip
GSE123902_LungAdreHmCancer,scCCVGBen_EdgeConv,K_max_tsne,19.0,-2.019151936858999,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,Q_local_umap,0.3058143545472586,-2.018828307770201,low,extreme-z,skip
GSE154778_new,scCCVGBen_Cheb,K_max_tsne,59.0,-2.0187411739296324,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SuperGAT,distance_correlation_tsne,0.5301620963229056,-2.0172338136023344,low,extreme-z,skip
GSE188676_new,scCCVGBen_GIN,overall_quality_intrin,0.5383526282702329,-2.016670984475851,low,extreme-z,skip
GSE120505_bloodAged,scCCVGBen_ARMA,distance_correlation_umap,0.3486999456437081,-2.0159813781649847,low,extreme-z,skip
GSE143423_tnbc_CancerBrainHm,NMF,overall_quality_umap,0.5500471595986789,-2.015958124464797,low,extreme-z,skip
GSE130148_LungHmDev,TSVD,participation_ratio_intrin,0.207486295599498,-2.0155039723539656,low,extreme-z,skip
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,LSI,Q_global_umap,0.719746482675228,-2.015414589772149,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,TC,Q_global_tsne,0.6723277543233293,-2.014908854959667,low,extreme-z,skip
synthetic_200x100,scCCVGBen_GAT,overall_quality_tsne,0.6457143594269508,-2.014375734528196,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,LSI,Q_local_umap,0.3062295021439183,-2.013544092662092,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_GCN,Q_global_tsne,0.7668422133248108,-2.013274550822034,low,extreme-z,skip
GSE139555_new,scCCVGBen_EdgeConv,Q_local_tsne,0.4901301620234187,-2.012576295466963,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_Cheb,Q_local_tsne,0.4831614348188811,-2.0109093825954574,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,anisotropy_score_intrin,0.0859898037098132,-2.009539993630451,low,extreme-z,skip
GSE192857_hESCHmTimes,scCCVGBen_GAT,Q_global_tsne,0.7347026637914993,-2.008911604881752,low,extreme-z,skip
GSE222369_NKsLymphomaHmCancer,scCCVGBen_ARMA,overall_quality_umap,0.4845859794786651,-2.0086166674006427,low,extreme-z,skip
GSE143423_tnbc_CancerBrainHm,NMF,Q_local_tsne,0.4905852926994763,-2.0078019689044986,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_GAT,distance_correlation_tsne,0.486271003316187,-2.0074061360604474,low,extreme-z,skip
GSE189070_astrocytesSCIMmDev,scCCVGBen_SAGE,manifold_dimensionality_intrin,0.6471238570547723,-2.0073920355910637,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_EdgeConv,spectral_decay_rate_intrin,0.6216522625916718,-2.0064811279673465,low,extreme-z,skip
GSE208074_new,scCCVGBen_GIN,overall_quality_tsne,0.4979628542221772,-2.006450506319999,low,extreme-z,skip
GSE213337_new,scCCVGBen_SAGE,Q_local_umap,0.5806318798622052,-2.0053699192746115,low,extreme-z,skip
GSE154778_new,scCCVGBen_SAGE,K_max_tsne,59.0,-2.0051979203197186,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,TC,ASW,0.08971533,-2.0031536183695096,low,extreme-z,skip
GSE183904_GastricHmCancer,scCCVGBen_EdgeConv,overall_quality_intrin,0.524495561088764,-2.00286658214703,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_TAG,Q_global_umap,0.7677260651846868,-2.002654071229525,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,KPCA,participation_ratio_intrin,0.197849178377982,-2.0025028281041912,low,extreme-z,skip
GSE175814_new,scCCVGBen_SAGE,distance_correlation_umap,0.6021316323034581,-2.002479662357961,low,extreme-z,skip
GSM8900551_sample4_ATAC_filtered_peak_bc_matrix,LSI,Q_local_umap,0.3072875150662754,-2.000077152436792,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,DIP,ASW,0.35328776,2.0011720178812413,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_SSG,Q_local_tsne,0.7739109798399435,2.0016910847192184,low,extreme-z,skip
GSE138709_LiverCancer,scCCVGBen_Cheb,ASW,0.5040308833122253,2.001733587598965,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,scCCVGBen_EdgeConv,K_max_umap,489.0,2.0018267333067907,low,extreme-z,skip
GSE139555_new,scCCVGBen_Cheb,Q_global_umap,0.9350887562713514,2.003080117248088,low,extreme-z,skip
GSM5769462_Day7_DTR_S_filtered_peak_bc_matrix,PeakVI,K_max_tsne,629.0,2.003123146011634,low,extreme-z,skip
GSE208074_new,scCCVGBen_ARMA,trajectory_directionality_intrin,0.7989977259731514,2.00315898902018,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen,overall_quality_intrin,0.5270088288842307,2.003430800544818,low,extreme-z,skip
GSM7064217_19_D007_filtered_peak_bc_matrix,scCCVGBen,spectral_decay_rate_intrin,0.7449411805119448,2.003509494733874,low,extreme-z,skip
GSE274905_new,scCCVGBen_GIN,manifold_dimensionality_intrin,0.8871499588270004,2.0036934368920263,low,extreme-z,skip
GSE232938_new,scCCVGBen_EdgeConv,DAV,1.4382012911476307,2.004018119638987,low,extreme-z,skip
GSM5769463_Day7_DTR_U_filtered_peak_bc_matrix,PeakVI,DAV,2.294432520532673,2.0043048332926814,low,extreme-z,skip
GSE216673_new,scCCVGBen_GAT,overall_quality_tsne,0.8402869365182176,2.004964605166966,low,extreme-z,skip
GSE154778_new,scCCVGBen_GCN,participation_ratio_intrin,0.8253442677663342,2.005181707704198,low,extreme-z,skip
GSE117988_MCCTumorCancer,NMF,K_max_umap,288.0,2.0053367129599886,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_Cheb,K_max_tsne,719.0,2.005550853739992,low,extreme-z,skip
endo,FA,trajectory_directionality_intrin,0.1061575084797263,2.006304774955184,low,extreme-z,skip
GSE190604_new,scCCVGBen_GCN,overall_quality_intrin,0.739866304276195,2.0063096352720815,low,extreme-z,skip
GSE280767_new,scCCVGBen_EdgeConv,trajectory_directionality_intrin,0.9330544830613304,2.0069903044596575,low,extreme-z,skip
GSE117988_MCCTumorCancer,TC,K_max_tsne,339.0,2.0075700885582157,low,extreme-z,skip
irall,NMF,anisotropy_score_intrin,0.5235565821435914,2.0089103550806513,low,extreme-z,skip
GSE272457_new,scCCVGBen_SAGE,noise_resilience_intrin,0.9961484909057616,2.0089178252483886,low,extreme-z,skip
GSE139324_new,scCCVGBen_SuperGAT,trajectory_directionality_intrin,0.6639896874581545,2.009945230729755,low,extreme-z,skip
GSE216673_new,scCCVGBen_GAT,Q_global_tsne,0.8899712863669534,2.0100683310038665,low,extreme-z,skip
lung,TSVD,overall_quality_intrin,0.4696143386472576,2.010080803232593,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,scCCVGBen,ASW,0.6711597,2.0111987502119386,low,extreme-z,skip
GSE168181_BreastHmCancer,TSVD,ASW,0.4849941432476043,2.0113605074400787,low,extreme-z,skip
GSE139555_new,scCCVGBen_TAG,overall_quality_umap,0.8923751978562454,2.012661133651498,low,extreme-z,skip
GSM7734292_D8_filtered_peak_bc_matrix,scCCVGBen,DAV,1.5948591964137706,2.0136840936379743,low,extreme-z,skip
hESC_GSE144024,KPCA,Q_global_umap,0.8712903779969883,2.0139051409734665,low,extreme-z,skip
GSE123902_LungAdreHmCancer,DIP,distance_correlation_umap,0.6661120190095569,2.0139843309843157,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_Cheb,overall_quality_tsne,0.8422438238209784,2.0149516934675136,low,extreme-z,skip
GSE272457_new,scCCVGBen_GCN,spectral_decay_rate_intrin,0.6747256742561262,2.015695324328588,low,extreme-z,skip
GSE232938_new,scCCVGBen_Graph,K_max_umap,265.0,2.015757548665339,low,extreme-z,skip
GSE208074_new,scCCVGBen_GCN,participation_ratio_intrin,0.8259809726170132,2.0159386276716456,low,extreme-z,skip
GSE154778_new,scCCVGBen_SSG,manifold_dimensionality_intrin,0.878763855426148,2.01621956079748,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_SG,overall_quality_intrin,0.7730219929411604,2.0162922315563265,low,extreme-z,skip
GSE164378_new,scCCVGBen_GATv2,spectral_decay_rate_intrin,0.6838440872171266,2.0175624332733357,low,extreme-z,skip
GSE139324_new,scCCVGBen_GAT,overall_quality_intrin,0.7593130615442325,2.0177539821473305,low,extreme-z,skip
GSE247719_PanSci_05_Muscle_adata,INFO,manifold_dimensionality_intrin,0.6085123296387622,2.0192137195415705,low,extreme-z,skip
GSE213469_filtered_peak_bc_matrix,LSI,distance_correlation_tsne,0.8704184328309975,2.0192462647962492,low,extreme-z,skip
GSE273423_new,scCCVGBen_Graph,participation_ratio_intrin,0.8521410845575892,2.019896358768292,low,extreme-z,skip
lung,scVI,K_max_umap,399.0,2.0199231689706045,low,extreme-z,skip
GSE216673_new,scCCVGBen_SuperGAT,distance_correlation_tsne,0.93585493137631,2.0208064388845326,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen,spectral_decay_rate_intrin,0.6091405463340446,2.0212606758549794,low,extreme-z,skip
GSE216673_new,scCCVGBen_Transformer,overall_quality_tsne,0.8591808977372319,2.021551127205753,low,extreme-z,skip
GSE208074_new,scCCVGBen_SSG,CAL,8719.532917514473,2.0216298352711846,low,extreme-z,skip
GSE139324_new,scCCVGBen_GAT,spectral_decay_rate_intrin,0.6845988593160786,2.02245344581223,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_GATv2,noise_resilience_intrin,0.932898998260498,2.022556147158744,low,extreme-z,skip
GSE222369_NKsLymphomaHmCancer,scCCVGBen_SAGE,trajectory_directionality_intrin,0.7171600530815823,2.0228089224387564,low,extreme-z,skip
GSE139324_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE139555_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE154778_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE158803_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE164378_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE167118_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE208074_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE264586_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE280767_new,scCCVGBen_SAGE,noise_resilience_intrin,1.0,2.023427294020639,low,extreme-z,skip
GSE139555_new,scCCVGBen_Transformer,Q_global_umap,0.94429107352069,2.0234713477724675,low,extreme-z,skip
GSE216673_new,scCCVGBen_GCN,Q_global_umap,0.9239293058065164,2.023662508115073,low,extreme-z,skip
GSE117988_MCCPBMCCancer,FA,participation_ratio_intrin,0.0020449158154806,2.0242615883079313,low,extreme-z,skip
GSE273423_new,scCCVGBen_SAGE,overall_quality_intrin,0.7751066139029174,2.0245875447928867,low,extreme-z,skip
GSM7734290_Naive_filtered_peak_bc_matrix,PoissonVI,spectral_decay_rate_intrin,0.7781160933013991,2.0250661314536,low,extreme-z,skip
GSE208074_new,scCCVGBen_SG,anisotropy_score_intrin,0.6128762094428336,2.025610736227729,low,extreme-z,skip
GSE272457_new,scCCVGBen_Cheb,participation_ratio_intrin,0.8041333977735856,2.0262558458711393,low,extreme-z,skip
GSE197177_new,scCCVGBen_GAT,K_max_umap,265.0,2.0265208302124997,low,extreme-z,skip
GSM6310593_DACE270_Epi_filtered_peak_bc_matrix,PeakVI,Q_local_umap,0.593107407552048,2.026650804193352,low,extreme-z,skip
GSE220840_new,scCCVGBen_Transformer,Q_global_umap,0.9444523859300186,2.027128809805899,low,extreme-z,skip
lung,scCCVGBen,overall_quality_intrin,0.5280537327801826,2.027556809661261,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen,noise_resilience_intrin,0.3220415115356445,2.027987594058725,low,extreme-z,skip
GSE139555_new,scCCVGBen_GATv2,Q_global_umap,0.9240571700693718,2.0286886130374007,low,extreme-z,skip
GSE168181_BreastHmCancer,scCCVGBen_ARMA,noise_resilience_intrin,0.7321390151977539,2.0291911767223136,low,extreme-z,skip
GSM6052783_P0_filtered_peak_bc_matrix,PeakVI,manifold_dimensionality_intrin,0.6371595789286976,2.0292034650871154,low,extreme-z,skip
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,distance_correlation_umap,0.8987482503642952,2.029904508252649,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,DICL,participation_ratio_intrin,0.5206051897380435,2.0299892034051648,low,extreme-z,skip
GSM5769453_WT_S_filtered_peak_bc_matrix,PoissonVI,overall_quality_intrin,0.9251143136469276,2.0315551386197512,low,extreme-z,skip
GSE181061_new,scCCVGBen_GIN,CAL,19648.855610617356,2.0315873902810297,low,extreme-z,skip
GSE159519_new,scCCVGBen_EdgeConv,K_max_tsne,528.0,2.031983809034356,low,extreme-z,skip
GSM7064217_19_D007_filtered_peak_bc_matrix,scCCVGBen,anisotropy_score_intrin,0.6880167809174754,2.033405273350316,low,extreme-z,skip
GSE273423_new,scCCVGBen_SAGE,participation_ratio_intrin,0.835719299267464,2.0336162463889695,low,extreme-z,skip
lung,TSVD,spectral_decay_rate_intrin,0.5541998933725432,2.034658872946322,low,extreme-z,skip
GSM5769453_WT_S_filtered_peak_bc_matrix,LSI,K_max_tsne,755.0,2.034675402042029,low,extreme-z,skip
GSE138709_LiverCancer,scCCVGBen_ARMA,K_max_tsne,451.0,2.03511267637655,low,extreme-z,skip
GSE120505_bloodAged,scCCVGBen_SSG,CAL,8750.523887722762,2.0352434921081524,low,extreme-z,skip
GSM6432741_E14.5_Fev_High_filtered_peak_bc_matrix,PoissonVI,overall_quality_intrin,0.925910239911072,2.0358442327053443,low,extreme-z,skip
dentate,KPCA,anisotropy_score_intrin,0.352891769442574,2.0377542638353883,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_SG,manifold_dimensionality_intrin,0.8605792357827068,2.0385245095177207,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,NMF,overall_quality_intrin,0.3860635886760192,2.039334275539156,low,extreme-z,skip
GSM7471120_Day10-WT-OT-I_filtered_peak_bc_matrix,LSI,Q_global_tsne,0.8848395684143322,2.0401610356580737,low,extreme-z,skip
GSE138709_LiverCancer,PCA,CAL,1835.0064091821632,2.040458871187635,low,extreme-z,skip
GSM8757498_WT_filtered_peak_bc_matrix,LSI,overall_quality_intrin,0.5430784288563534,2.041151114351482,low,extreme-z,skip
GSE216673_new,scCCVGBen_GCN,overall_quality_umap,0.8670054055674323,2.0413093091108756,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_TAG,spectral_decay_rate_intrin,0.695736376147301,2.0416589307691186,low,extreme-z,skip
